NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,valid_smiles
0,0,0,0,0,0,0,0,0,0,0,0,TOX4286,CC1CN1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4287,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX175,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX173,ClCOCCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX179,CC(O)CNCC(C)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21530,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6867,O=C(O)CCCCCCCCC(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6864,CCCCCCCC(=O)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6863,CC(O)COCC(C)O,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX2107,Cc1ncc[nH]1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX22379,CO[Si](C)(C)OC,True
0,0,0,0,0,0,1,0,0,0,0,0,TOX20284,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4704,Cc1ccc(C(C)(C)C)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1557,BrCBr,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX10307,Nc1cc(Cl)cc(Cl)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27484,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],True
0,0,0,0,1,0,0,0,0,0,0,0,TOX27487,CCCCCCCCCOS(=O)(=O)[O-],True
0,0,0,0,0,0,0,1,0,0,0,0,TOX7249,O=Cc1ccc(C(=O)O)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7244,CCC(Cl)CCl,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX7246,O=C1CCCN1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24613,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24618,COc1cccc(Br)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24619,CCCCCCCCNC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21880,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7312,CC(O)COc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX760,O=P1(NCCCl)OCCCN1CCCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX767,CC=Cc1ccc2c(c1)OCO2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21085,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21080,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27873,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27875,CC(C)C[P+](C)(CC(C)C)CC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27874,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,True
0,0,0,0,0,0,0,0,0,1,0,0,TOX6266,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5074,O=C(O)c1ccc(O)cc1O,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX5070,CC1=CC(C)(C)Nc2ccccc21,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5079,CC(C)CNCC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3041,NC(=O)OCC(COC(N)=O)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX12412,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX545,NC(=S)NNC(N)=S,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX540,O=C(Oc1ccccc1)Oc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX818,CN(C)CCN(Cc1cccs1)c1ccccn1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26503,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,True
0,0,0,0,0,0,1,0,0,0,0,0,TOX26501,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26506,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX29089,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX29087,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX22613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX29331,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX14816,CNC(=O)/C=C(\C)OP(=O)(OC)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27670,CC=CC(=O)CC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27677,CC1OCCC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27675,CC1CCCC(=O)C1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27678,c1cnc2c(n1)CCCC2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21703,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2800,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9710,O=P(Cl)(Cl)Cl,True
0,0,0,0,0,1,0,0,0,0,0,0,TOX537,CN(C)CCOC(c1ccccc1)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5668,COC(=O)c1ccc(C)cc1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX5662,CC(=O)C=Cc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5665,Cc1c[nH]c(=S)[nH]c1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2944,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX616,CC12CCC(CC1)C(C)(C)O2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX9575,C=COCC1CCC(CO)CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1769,CC(=O)/C=C/C1=C(C)CCCC1(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25888,CC(=O)NC1CCSC1=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1764,CC(O)CN,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX617,C=CCc1ccc(O)c(OC)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20540,COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28901,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24289,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24931,C=C(C)C(=O)OCCNC(C)(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24930,NS(=O)(=O)c1ccccc1OC(F)(F)F,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24933,O=C=NCC1CCCC(CN=C=O)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25089,NS(=O)(=O)c1ccc(C(=O)O)cc1,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX3542,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,True
1,0,0,0,1,0,0,0,0,0,0,0,TOX3540,CN(C)C(=O)Oc1ccc[n+](C)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX10780,Cc1ncc(CO)c(CO)c1O,True
0,0,0,0,0,1,0,0,0,0,0,0,TOX7036,CC(C)(CO)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7037,O=S1(=O)CCCC1,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX7034,O=[N+]([O-])C(CO)(CO)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3722,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3723,NC(CO)(CO)CO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3727,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3724,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3725,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24423,C[N+](C)=CCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24421,CC(=O)c1cccnc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24427,O=CN1CCOCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24425,COC(=O)CCC(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24424,NCc1cccnc1,True
0,0,0,0,0,0,0,0,0,0,1,0,TOX12316,Cc1cc(O)cc(C)c1Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX29367,c1ccc2cnncc2c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX13402,O=P(O)(OCc1ccccc1)OCc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX153,ClCc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX152,OCc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX151,CC(=O)OCc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX17248,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX5866,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX21550,CC(C)=CCC[C@H](C)CCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6802,CC(C)CC(O)CC(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24916,C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX11492,C=C(C)OC(C)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26263,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26260,O=C1CC[C@@H](C(=O)O)N1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27243,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27241,O=C1NC(=O)C(=O)C(=O)N1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27244,OCCCC1CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1232,O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20731,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,True
0,0,0,1,0,0,0,1,0,0,0,0,TOX20736,CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20735,C1CCC2(CCCCO2)OC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX20739,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4097,CCCCOCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4091,CCCN(CCC)C(=O)SCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX22394,O=S(=O)([O-])c1cccc2ccccc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6059,N#CCCC#N,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX892,Cc1ncc([N+](=O)[O-])n1CCO,True
1,0,0,0,1,0,0,0,0,0,0,0,TOX25103,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1575,CC(Cl)(Cl)C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX1576,CC(=O)C(Cl)Cl,True
0,0,1,0,0,0,1,1,0,0,1,0,TOX28597,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,True
0,0,0,0,1,1,0,0,0,0,0,0,TOX28595,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24633,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX24638,CCO[Si](C)(CCCOCC1CO1)OCC,True
0,0,0,0,0,0,0,0,0,1,0,0,TOX1520,CCCCOCCOCCOCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28732,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28731,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX28736,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,True
0,0,0,0,0,0,0,1,0,0,0,0,TOX28735,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27818,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX5640,Cc1cccc(C(=O)O)c1[N+](=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27811,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4810,Clc1ccccn1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6240,CCC(=O)/C=C/C1C(C)=CCCC1(C)C,True
0,0,0,0,0,0,0,0,0,1,0,0,TOX6241,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2008,CCCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2009,CCCCCCNCCCCCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2004,ClCCCCl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX2006,CCCCCCOC(C)=O,True
1,1,0,0,0,0,0,0,0,0,0,0,TOX5050,NCCNCCN,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX32,NC(=O)CCCCC(N)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX39,CNC(=O)ON=CC(C)(C)SC,True
0,0,1,0,0,0,0,0,0,0,0,0,TOX703,NN,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX18926,O=C(OCc1ccccc1)C(=O)OCc1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX25300,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX12129,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX6652,CC(C)c1ccc(C(C)C)cc1,True
0,0,1,0,0,1,0,0,0,0,0,0,TOX830,COc1c2occc2cc2ccc(=O)oc12,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX833,COC(C)(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX834,COC(N)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26073,O=C(O)CNC(=O)c1ccccc1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX29098,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4873,Oc1nc(O)nc(O)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX4878,N#CC1(O)CCCCC1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX3064,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7528,CSCCC=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7529,CC(C)(C)C(=O)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7832,CCCCC(CC)COC(=O)Cl,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7525,CCCCC(CC)C(=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7520,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7521,O=Cc1cccc(Br)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX7835,C/C=C/C=C/C(=O)[O-],True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27659,CCCCCC=CCC(=O)OC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27651,CCCCCCCCC(=O)OCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27654,CCCCCCCCCCCCCC(=O)OCC,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27657,CCCCCCC(O)CCOC(C)=O,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27656,C=CCCCCCCCCO,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX26388,Nc1nc(N)c(-c2ccccc2)s1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27039,CCNC(=O)C1CC(C)CCC1C(C)C,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27038,CCc1ccc(O)c(OC)c1,True
0,0,0,0,0,0,0,0,0,0,0,0,TOX27037,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,True
0,0,0,0,1,0,0,0,0,0,0,0,TOX27030,C[C@@H](O)C(=O)O,True
