smiles,MolWt,LogP,HBD,HBA,QED,Lipinski_Pass,Toxicity_Score
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,943.6209999999999,10.13689999999999,0,2,0.2211624029707961,False,0.0
CC(C)c1ccc(C(C)C)cc1,162.27599999999998,3.9334000000000033,0,0,0.6177029195197432,True,0.0
COc1c2occc2cc2ccc(=O)oc12,216.19199999999995,2.5478000000000005,0,4,0.5863590335117103,True,0.16666666666666666
COC(C)(C)C,88.14999999999999,1.4313,0,1,0.4349873803799564,True,0.0
COC(N)=O,75.067,-0.2884999999999999,1,2,0.42986182098555975,True,0.0
O=C(O)CNC(=O)c1ccccc1,179.175,0.5009999999999994,2,2,0.7096286993577654,True,0.0
CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,233.23899999999998,1.4185,1,3,0.7433464869033971,True,0.0
Oc1nc(O)nc(O)n1,129.075,-1.0116000000000003,3,6,0.4146294034788202,True,0.0
N#CC1(O)CCCCC1,125.171,1.20518,1,2,0.4942945434148664,True,0.0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.293,1.7736999999999998,0,5,0.793247744649229,True,0.0
CSCCC=O,104.17399999999999,0.9383999999999999,0,2,0.3912828365702852,True,0.0
CC(C)(C)C(=O)Cl,120.579,1.7979,0,1,0.4457991080365826,True,0.0
CCCCC(CC)COC(=O)Cl,192.68599999999998,3.5782000000000025,0,2,0.6017249008356212,True,0.0
CCCCC(CC)C(=O)[O-],143.206,0.9526999999999999,0,2,0.574585486305641,True,0.0
COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,390.44100000000014,-0.08579999999999721,0,12,0.37393165183921345,False,0.0
O=Cc1cccc(Br)c1,185.01999999999998,2.2616000000000005,0,1,0.6129142562953821,True,0.0
C/C=C/C=C/C(=O)[O-],111.11999999999999,-0.13139999999999996,0,2,0.36755485528458276,True,0.0
CCCCCC=CCC(=O)OC,170.25199999999998,2.686000000000001,0,2,0.347826517945107,True,0.0
CCCCCCCCC(=O)OCC,186.295,3.3001000000000023,0,2,0.4292208034093734,True,0.0
CCCCCCCCCCCCCC(=O)OCC,256.4299999999999,5.250600000000005,0,2,0.33210766405412984,False,0.0
CCCCCCC(O)CCOC(C)=O,202.29399999999995,2.2709,1,3,0.48490214213234184,True,0.0
C=CCCCCCCCCO,156.269,2.8954000000000018,1,1,0.4229737137797868,True,0.0
Nc1nc(N)c(-c2ccccc2)s1,191.25900000000001,1.9745000000000001,2,4,0.7239196126141008,True,0.0
CCNC(=O)C1CC(C)CCC1C(C)C,211.34899999999996,2.8309000000000015,1,1,0.7638667876255839,True,0.0
CCc1ccc(O)c(OC)c1,152.19299999999998,1.9632,1,2,0.7015523595771087,True,0.0
