smiles,MolWt,LogP,HBD,HBA,QED,Lipinski_Pass,Toxicity_Score
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,261.23299999999995,1.4483000000000001,1,5,0.8847688106737668,True,0.0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,246.30999999999995,1.8643399999999999,1,2,0.8846848475123535,True,0.0
O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1,303.771,1.3386999999999998,2,4,0.8830268496994789,True,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.353,1.7959,2,5,0.8820346880702983,True,0.0
COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,327.43100000000004,2.5460000000000003,1,6,0.8815588011528207,True,0.0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26299999999998,3.036500000000001,1,2,0.8810778082204155,True,0.0
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,289.335,1.6333000000000002,2,4,0.8809371073535404,True,0.0
CNC.O=C(O)COc1ccc(Cl)cc1Cl,266.124,2.2923999999999998,2,3,0.8808071274625433,True,0.0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,335.4730000000002,2.1975999999999996,1,3,0.8803470485806122,True,0.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.745,1.7379,2,3,0.8794576573550539,True,0.0
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,274.324,1.55742,2,6,0.8778580767217157,True,0.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,363.4140000000002,1.6963,1,6,0.876131841357561,True,0.0
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,255.789,2.831200000000001,1,2,0.8747482033455146,True,0.0
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.37300000000005,1.5439999999999998,1,6,0.8747398264671755,True,0.0
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,291.391,2.3334,2,4,0.8739705938909597,True,0.0
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,300.145,2.4847,0,5,0.873553410323628,True,0.0
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,295.386,2.976300000000001,0,3,0.8707631556803019,True,0.0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84200000000004,2.0834,2,4,0.8705249450646535,True,0.0
NCc1ccccc1Sc1ccccc1CO,245.34699999999998,2.7888000000000015,2,3,0.8703621533266876,True,0.0
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,257.311,1.4153000000000002,1,3,0.8651624075291126,True,0.0
COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,288.347,2.07272,1,4,0.8646106875594433,True,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.324,0.6633000000000002,2,6,0.8639190651701679,True,0.0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.22099999999995,0.8432999999999997,1,6,0.8620783249551718,True,0.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.30400000000003,2.6512200000000004,1,4,0.861716125086419,True,0.0
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1,291.37199999999996,2.9598000000000013,1,3,0.8604762640283578,True,0.0
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,347.2420000000001,2.9217000000000013,2,4,0.8598510559963801,True,0.0
Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,264.329,2.1820199999999996,2,2,0.8595470489259865,True,0.0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,260.31399999999996,3.167200000000001,1,3,0.8589607719574609,True,0.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.3809999999999,2.850740000000001,2,3,0.8585249056143486,True,0.0
COc1ccc(Cc2cnc(N)nc2N)cc1OC,260.29699999999997,1.2489999999999999,2,6,0.8583914380649984,True,0.0
