assay,feature,importance
NR-AR,SlogP_VSA6,0.006329086641491824
NR-AR,SlogP_VSA7,0.0014810382335940188
NR-AR,SlogP_VSA8,0.002045316391707093
NR-AR,SlogP_VSA9,0.0
NR-AR,TPSA,0.006116665486553458
NR-AR,EState_VSA1,0.003040460385408507
NR-AR,EState_VSA10,0.002939634382410848
NR-AR,EState_VSA11,0.004447255025704889
NR-AR,EState_VSA2,0.003947761934132199
NR-AR,EState_VSA3,0.0059525025429052435
NR-AR,EState_VSA4,0.0064992210350785775
NR-AR,EState_VSA5,0.005381184685913456
NR-AR,EState_VSA6,0.007760246798572251
NR-AR,EState_VSA7,0.005875748999581306
NR-AR,EState_VSA8,0.005588180381787958
NR-AR,EState_VSA9,0.0033786075302224016
NR-AR,VSA_EState1,0.004311767936364944
NR-AR,VSA_EState10,0.0016388644755308474
NR-AR,VSA_EState2,0.00468974519985907
NR-AR,VSA_EState3,0.005439763914235099
NR-AR,VSA_EState4,0.009426908173625632
NR-AR,VSA_EState5,0.007506750378893757
NR-AR,VSA_EState6,0.010740809182373183
NR-AR,VSA_EState7,0.011802021335099328
NR-AR,VSA_EState8,0.00808151385083981
NR-AR,VSA_EState9,0.00685807700323559
NR-AR,FractionCSP3,0.00689230013077966
NR-AR,HeavyAtomCount,0.003972210124540379
NR-AR,NHOHCount,0.0024320291970791243
NR-AR,NOCount,0.0031093962827421833
NR-AR,NumAliphaticCarbocycles,0.01517248891676639
NR-AR,NumAliphaticHeterocycles,0.0020105360838435817
NR-AR,NumAliphaticRings,0.008111812535145745
NR-AR,NumAmideBonds,0.00352702793075796
NR-AR,NumAromaticCarbocycles,0.001907054182921642
NR-AR,NumAromaticHeterocycles,0.00028149435329527213
NR-AR,NumAromaticRings,0.0018875744619952055
NR-AR,NumAtomStereoCenters,0.0053988766692814475
NR-AR,NumBridgeheadAtoms,0.0010529085198843244
NR-AR,NumHAcceptors,0.0028061458453476668
NR-AR,NumHDonors,0.002913935770787942
NR-AR,NumHeteroatoms,0.00462254979375136
NR-AR,NumHeterocycles,0.0019803698675249603
NR-AR,NumRotatableBonds,0.007415582724694079
NR-AR,NumSaturatedCarbocycles,0.00680118379211666
NR-AR,NumSaturatedHeterocycles,0.0015015188361460912
NR-AR,NumSaturatedRings,0.0020968969699316714
NR-AR,NumSpiroAtoms,0.00048200952241868545
NR-AR,NumUnspecifiedAtomStereoCenters,0.008051700522705154
NR-AR,Phi,0.008292546412951766
NR-AR,RingCount,0.0049563012640044275
NR-AR,MolLogP,0.009309344096615196
NR-AR,MolMR,0.008857150533003682
NR-AR,fr_Al_COO,0.000474293347108352
NR-AR,fr_Al_OH,0.0015326110918047616
NR-AR,fr_Al_OH_noTert,0.002385014304480715
NR-AR,fr_ArN,0.0003312786414492085
NR-AR,fr_Ar_COO,0.00031087564574295575
NR-AR,fr_Ar_N,0.0009831232733090794
NR-AR,fr_Ar_NH,0.0
NR-AR,fr_Ar_OH,0.0012311196477860604
NR-AR,fr_COO,0.000628217897824044
NR-AR,fr_COO2,0.0012097407596350913
NR-AR,fr_C_O,0.0023622769981727918
NR-AR,fr_C_O_noCOO,0.002616119481110704
NR-AR,fr_C_S,0.0
NR-AR,fr_HOCCN,0.0
NR-AR,fr_Imine,0.0014605210147061413
NR-AR,fr_NH0,0.0019857821726169942
NR-AR,fr_NH1,0.0023710016288236613
NR-AR,fr_NH2,0.0006116240781284541
NR-AR,fr_N_O,0.0
NR-AR,fr_Ndealkylation1,0.0013231996783198727
NR-AR,fr_Ndealkylation2,0.0007448505890484343
NR-AR,fr_Nhpyrrole,0.0
NR-AR,fr_SH,0.0
NR-AR,fr_aldehyde,0.0007233124284932324
NR-AR,fr_alkyl_carbamate,0.0
NR-AR,fr_alkyl_halide,0.0
NR-AR,fr_allylic_oxid,0.009249118219267188
NR-AR,fr_amide,0.0031183791078040245
NR-AR,fr_amidine,0.0
NR-AR,fr_aniline,0.0016365017762142058
NR-AR,fr_aryl_methyl,0.0028729181961975004
NR-AR,fr_azide,0.0
NR-AR,fr_azo,0.0
NR-AR,fr_barbitur,0.0
NR-AR,fr_benzene,0.000949368057395289
NR-AR,fr_benzodiazepine,0.004228310890425334
NR-AR,fr_bicyclic,0.012161541211906431
NR-AR,fr_diazo,0.0
NR-AR,fr_dihydropyridine,4.764857480574343e-05
NR-AR,fr_epoxide,0.0
NR-AR,fr_ester,0.0014210919807921543
NR-AR,fr_ether,0.001395964795902907
NR-AR,fr_furan,0.0008995559836632648
NR-AR,fr_guanido,0.0013658698024785125
NR-AR,fr_halogen,0.0014822444261585153
NR-AR,fr_hdrzine,4.72919629626424e-05
NR-AR,fr_hdrzone,0.0
NR-AR,fr_imidazole,0.0
NR-AR,fr_imide,0.00012612153811081947
NR-AR,fr_isocyan,0.0
NR-AR,fr_isothiocyan,0.0
NR-AR,fr_ketone,0.007128398362125061
NR-AR,fr_ketone_Topliss,0.001221832657153795
NR-AR,fr_lactam,0.0
NR-AR,fr_lactone,3.6548371226815465e-05
NR-AR,fr_methoxy,0.0012258946293391409
NR-AR,fr_morpholine,0.0012989423116996426
NR-AR,fr_nitrile,0.0
NR-AR,fr_nitro,9.534821680610239e-05
NR-AR,fr_nitro_arom,0.0
NR-AR,fr_nitro_arom_nonortho,0.0
NR-AR,fr_nitroso,0.0
NR-AR,fr_oxazole,0.0
NR-AR,fr_oxime,0.0
NR-AR,fr_para_hydroxylation,0.002737351638885647
NR-AR,fr_phenol,0.0010861056574506893
NR-AR,fr_phenol_noOrthoHbond,0.00208046120667095
NR-AR,fr_phos_acid,0.0005176365398305391
NR-AR,fr_phos_ester,0.0015086292512222772
NR-AR,fr_piperdine,0.0012467954630259715
NR-AR,fr_piperzine,1.6399065298627433e-05
NR-AR,fr_priamide,0.0018594986987000557
NR-AR,fr_prisulfonamd,0.0
NR-AR,fr_pyridine,0.00048608965497814256
NR-AR,fr_quatN,0.0006752732871708494
NR-AR,fr_sulfide,0.0
NR-AR,fr_sulfonamd,0.0019256562395182882
NR-AR,fr_sulfone,0.0
NR-AR,fr_term_acetylene,0.001737743638270417
NR-AR,fr_tetrazole,0.0
NR-AR,fr_thiazole,0.0012835711340631745
NR-AR,fr_thiocyan,0.0
NR-AR,fr_thiophene,7.036006958751081e-05
NR-AR,fr_unbrch_alkane,0.0027107215208597634
NR-AR,fr_urea,0.003703586290322891
NR-AR-LBD,MaxAbsEStateIndex,0.009472470146696573
NR-AR-LBD,MaxEStateIndex,0.012749322165970358
NR-AR-LBD,MinAbsEStateIndex,0.010041840264940947
NR-AR-LBD,MinEStateIndex,0.006573751865682135
NR-AR-LBD,qed,0.015661671636566066
NR-AR-LBD,SPS,0.01449474449367345
NR-AR-LBD,MolWt,0.005528548233517545
NR-AR-LBD,HeavyAtomMolWt,0.007105395316308649
NR-AR-LBD,ExactMolWt,0.005714529303975834
NR-AR-LBD,NumValenceElectrons,0.0035400054334732093
NR-AR-LBD,NumRadicalElectrons,0.0
NR-AR-LBD,MaxPartialCharge,0.006885020524759346
NR-AR-LBD,MinPartialCharge,0.012835945200865418
NR-AR-LBD,MaxAbsPartialCharge,0.007068729402346799
NR-AR-LBD,MinAbsPartialCharge,0.007788065346121164
NR-AR-LBD,FpDensityMorgan1,0.006834824255486093
NR-AR-LBD,FpDensityMorgan2,0.006665170364334269
NR-AR-LBD,FpDensityMorgan3,0.013218495182246588
NR-AR-LBD,BCUT2D_MWHI,0.007176830625364626
NR-AR-LBD,BCUT2D_MWLOW,0.04179010120490542
NR-AR-LBD,BCUT2D_CHGHI,0.00820394008119099
NR-AR-LBD,BCUT2D_CHGLO,0.028829484169436936
NR-AR-LBD,BCUT2D_LOGPHI,0.016287734626586923
NR-AR-LBD,BCUT2D_LOGPLOW,0.008884145463930878
NR-AR-LBD,BCUT2D_MRHI,0.011669561135049368
NR-AR-LBD,BCUT2D_MRLOW,0.00811192208689036
NR-AR-LBD,AvgIpc,0.007699431063808895
NR-AR-LBD,BalabanJ,0.009058047723155561
NR-AR-LBD,BertzCT,0.00884511184896843
NR-AR-LBD,Chi0,0.005297619486988406
NR-AR-LBD,Chi0n,0.007425751734157252
NR-AR-LBD,Chi0v,0.007009189849327616
NR-AR-LBD,Chi1,0.00800535224836629
NR-AR-LBD,Chi1n,0.008301169076861065
NR-AR-LBD,Chi1v,0.006528693798518077
NR-AR-LBD,Chi2n,0.008290685363474803
NR-AR-LBD,Chi2v,0.00878286055695588
NR-AR-LBD,Chi3n,0.009770999478153627
NR-AR-LBD,Chi3v,0.008000596756161278
NR-AR-LBD,Chi4n,0.016724301689407722
NR-AR-LBD,Chi4v,0.009594361311874019
NR-AR-LBD,HallKierAlpha,0.008079885671376031
NR-AR-LBD,Ipc,0.007052671813610907
NR-AR-LBD,Kappa1,0.008181344195265105
NR-AR-LBD,Kappa2,0.007889306412807945
NR-AR-LBD,Kappa3,0.009528025711188697
NR-AR-LBD,LabuteASA,0.0072260249819904475
NR-AR-LBD,PEOE_VSA1,0.007972811749185925
NR-AR-LBD,PEOE_VSA10,0.0023984587198953287
NR-AR-LBD,PEOE_VSA11,0.011029887533275905
NR-AR-LBD,PEOE_VSA12,0.0005371271172114366
NR-AR-LBD,PEOE_VSA13,0.0028059562085866
NR-AR-LBD,PEOE_VSA14,0.0012315422114147258
NR-AR-LBD,PEOE_VSA2,0.003912333959442129
NR-AR-LBD,PEOE_VSA3,0.0017785141834330332
NR-AR-LBD,PEOE_VSA4,9.031409766703889e-05
NR-AR-LBD,PEOE_VSA5,0.000585178644999662
NR-AR-LBD,PEOE_VSA6,0.006480256673395886
NR-AR-LBD,PEOE_VSA7,0.007962418637185211
NR-AR-LBD,PEOE_VSA8,0.00763689644662214
NR-AR-LBD,PEOE_VSA9,0.009931638705566001
NR-AR-LBD,SMR_VSA1,0.0025557347795512443
NR-AR-LBD,SMR_VSA10,0.004639039890741986
NR-AR-LBD,SMR_VSA2,0.0
NR-AR-LBD,SMR_VSA3,0.002774291911092138
NR-AR-LBD,SMR_VSA4,0.01596533836731429
NR-AR-LBD,SMR_VSA5,0.00797398492652387
NR-AR-LBD,SMR_VSA6,0.0029300432577529967
NR-AR-LBD,SMR_VSA7,0.003935522681499126
NR-AR-LBD,SMR_VSA8,0.0
NR-AR-LBD,SMR_VSA9,0.00154702783024859
NR-AR-LBD,SlogP_VSA1,0.0033284749469572003
NR-AR-LBD,SlogP_VSA10,0.0024503036967110873
NR-AR-LBD,SlogP_VSA11,0.001632564475492464
NR-AR-LBD,SlogP_VSA12,0.0015179230780053526
NR-AR-LBD,SlogP_VSA2,0.00902170886428791
NR-AR-LBD,SlogP_VSA3,0.002088781857108111
NR-AR-LBD,SlogP_VSA4,0.01674527069910954
NR-AR-LBD,SlogP_VSA5,0.005796979258197714
NR-AR-LBD,SlogP_VSA6,0.004052637752382901
NR-AR-LBD,SlogP_VSA7,0.0004835913466631056
NR-AR-LBD,SlogP_VSA8,0.006141260642283834
NR-AR-LBD,SlogP_VSA9,0.0
NR-AR-LBD,TPSA,0.0041689090117562454
NR-AR-LBD,EState_VSA1,0.002984137475619411
NR-AR-LBD,EState_VSA10,0.002217411271399198
NR-AR-LBD,EState_VSA11,0.002608282984170413
NR-AR-LBD,EState_VSA2,0.007779873483742725
NR-AR-LBD,EState_VSA3,0.0052904800691009396
NR-AR-LBD,EState_VSA4,0.005963848626053403
NR-AR-LBD,EState_VSA5,0.0044744033084283584
NR-AR-LBD,EState_VSA6,0.003362152293244051
NR-AR-LBD,EState_VSA7,0.006743575209300404
NR-AR-LBD,EState_VSA8,0.004390723715461168
NR-AR-LBD,EState_VSA9,0.003080386178958516
NR-AR-LBD,VSA_EState1,0.004934503820144245
NR-AR-LBD,VSA_EState10,0.0024865749907187276
NR-AR-LBD,VSA_EState2,0.005181891305410358
NR-AR-LBD,VSA_EState3,0.006863373010251255
NR-AR-LBD,VSA_EState4,0.009209701828833898
NR-AR-LBD,VSA_EState5,0.010882709048683542
NR-AR-LBD,VSA_EState6,0.009002624701163836
NR-AR-LBD,VSA_EState7,0.011335793759202552
NR-AR-LBD,VSA_EState8,0.007367033876461933
NR-AR-LBD,VSA_EState9,0.0021447027287954017
NR-AR-LBD,FractionCSP3,0.00920042910314612
NR-AR-LBD,HeavyAtomCount,0.003178022337548508
NR-AR-LBD,NHOHCount,0.0010494960965117528
NR-AR-LBD,NOCount,0.002348550669473208
NR-AR-LBD,NumAliphaticCarbocycles,0.02072375582693813
NR-AR-LBD,NumAliphaticHeterocycles,0.007789925279927132
NR-AR-LBD,NumAliphaticRings,0.005896399783479227
NR-AR-LBD,NumAmideBonds,0.0015156762927934818
NR-AR-LBD,NumAromaticCarbocycles,0.0032517312361066484
NR-AR-LBD,NumAromaticHeterocycles,0.000568671072552651
NR-AR-LBD,NumAromaticRings,0.004484361629124846
NR-AR-LBD,NumAtomStereoCenters,0.011460295140352657
NR-AR-LBD,NumBridgeheadAtoms,0.0016090162339566364
NR-AR-LBD,NumHAcceptors,0.002570310471132189
NR-AR-LBD,NumHDonors,0.0018478934170610714
NR-AR-LBD,NumHeteroatoms,0.004036500973438574
NR-AR-LBD,NumHeterocycles,0.007997877691152212
NR-AR-LBD,NumRotatableBonds,0.004116130895379649
NR-AR-LBD,NumSaturatedCarbocycles,0.019216435860717338
NR-AR-LBD,NumSaturatedHeterocycles,0.006998096619385715
NR-AR-LBD,NumSaturatedRings,0.004683585046616627
NR-AR-LBD,NumSpiroAtoms,0.001316541326786319
NR-AR-LBD,NumUnspecifiedAtomStereoCenters,0.0009498009576432033
NR-AR-LBD,Phi,0.0057954190450512115
NR-AR-LBD,RingCount,0.008394579657379801
NR-AR-LBD,MolLogP,0.006412842899755284
NR-AR-LBD,MolMR,0.008018900175853775
NR-AR-LBD,fr_Al_COO,6.478758944850189e-05
NR-AR-LBD,fr_Al_OH,0.0016643246496897226
NR-AR-LBD,fr_Al_OH_noTert,0.00135692069066988
NR-AR-LBD,fr_ArN,0.0
NR-AR-LBD,fr_Ar_COO,0.00013830729330783993
NR-AR-LBD,fr_Ar_N,0.00046022262091364373
NR-AR-LBD,fr_Ar_NH,0.002232807225845134
NR-AR-LBD,fr_Ar_OH,0.001289940134948559
NR-AR-LBD,fr_COO,0.0004994855817706769
NR-AR-LBD,fr_COO2,0.0007772638140467559
NR-AR-LBD,fr_C_O,0.0026567343855918523
NR-AR-LBD,fr_C_O_noCOO,0.006256533392944387
NR-AR-LBD,fr_C_S,0.0
NR-AR-LBD,fr_HOCCN,0.0
NR-AR-LBD,fr_Imine,0.0
NR-AR-LBD,fr_NH0,0.0011217001530539235
NR-AR-LBD,fr_NH1,0.0017651607843792276
NR-AR-LBD,fr_NH2,0.0
NR-AR-LBD,fr_N_O,0.0
NR-AR-LBD,fr_Ndealkylation1,0.00012505028907743848
NR-AR-LBD,fr_Ndealkylation2,0.0006636667021404008
NR-AR-LBD,fr_Nhpyrrole,0.002784148174538788
NR-AR-LBD,fr_SH,0.0
NR-AR-LBD,fr_aldehyde,0.0
NR-AR-LBD,fr_alkyl_carbamate,0.0
NR-AR-LBD,fr_alkyl_halide,0.0
NR-AR-LBD,fr_allylic_oxid,0.011176599390655757
NR-AR-LBD,fr_amide,0.0005885072796438985
NR-AR-LBD,fr_amidine,0.0
NR-AR-LBD,fr_aniline,0.001582244507210915
NR-AR-LBD,fr_aryl_methyl,0.0015510128886594295
NR-AR-LBD,fr_azide,0.0
NR-AR-LBD,fr_azo,0.0
NR-AR-LBD,fr_barbitur,0.0
NR-AR-LBD,fr_benzene,0.00549158455098265
NR-AR-LBD,fr_benzodiazepine,0.0
NR-AR-LBD,fr_bicyclic,0.012508568848569983
NR-AR-LBD,fr_diazo,0.0
NR-AR-LBD,fr_dihydropyridine,0.0
NR-AR-LBD,fr_epoxide,0.0
NR-AR-LBD,fr_ester,0.00159533491635768
NR-AR-LBD,fr_ether,0.0018114774912951896
NR-AR-LBD,fr_furan,0.0
NR-AR-LBD,fr_guanido,7.036006958751083e-05
NR-AR-LBD,fr_halogen,0.0007904686252336671
NR-AR-LBD,fr_hdrzine,0.0
NR-AR-LBD,fr_hdrzone,8.443208350501298e-05
NR-AR-LBD,fr_imidazole,0.0
NR-AR-LBD,fr_imide,0.0
NR-AR-LBD,fr_isocyan,0.0
NR-AR-LBD,fr_isothiocyan,0.0
NR-AR-LBD,fr_ketone,0.012754159642633985
NR-AR-LBD,fr_ketone_Topliss,0.004851907301391035
NR-AR-LBD,fr_lactam,0.00014144377336784597
NR-AR-LBD,fr_lactone,0.0
NR-AR-LBD,fr_methoxy,0.0
NR-AR-LBD,fr_morpholine,0.001408595649188872
NR-AR-LBD,fr_nitrile,0.0003422161240510928
NR-AR-LBD,fr_nitro,0.0005965763139303655
NR-AR-LBD,fr_nitro_arom,0.00046226436891226596
NR-AR-LBD,fr_nitro_arom_nonortho,0.0008802615638541634
NR-AR-LBD,fr_nitroso,0.0
NR-AR-LBD,fr_oxazole,0.0
NR-AR-LBD,fr_oxime,0.0
NR-AR-LBD,fr_para_hydroxylation,0.003393513315756752
NR-AR-LBD,fr_phenol,0.0023401668988061778
NR-AR-LBD,fr_phenol_noOrthoHbond,0.0018584148399602794
NR-AR-LBD,fr_phos_acid,0.0021731269631456397
NR-AR-LBD,fr_phos_ester,0.0021939417207137435
NR-AR-LBD,fr_piperdine,0.0
NR-AR-LBD,fr_piperzine,0.0002763752004030995
NR-AR-LBD,fr_priamide,0.0007914873742659356
NR-AR-LBD,fr_prisulfonamd,0.0
NR-AR-LBD,fr_pyridine,8.012432414251244e-05
NR-AR-LBD,fr_quatN,0.0
NR-AR-LBD,fr_sulfide,0.0
NR-AR-LBD,fr_sulfonamd,0.0010111080730737692
NR-AR-LBD,fr_sulfone,0.0
NR-AR-LBD,fr_term_acetylene,0.0025296141294614133
NR-AR-LBD,fr_tetrazole,0.0
NR-AR-LBD,fr_thiazole,0.0
NR-AR-LBD,fr_thiocyan,0.0
NR-AR-LBD,fr_thiophene,0.0
NR-AR-LBD,fr_unbrch_alkane,0.0007843681368756564
NR-AR-LBD,fr_urea,0.0017608572632900866
NR-AhR,MaxAbsEStateIndex,0.011585227405830475
NR-AhR,MaxEStateIndex,0.013069394118204968
NR-AhR,MinAbsEStateIndex,0.011812978227822018
NR-AhR,MinEStateIndex,0.01095305967487041
NR-AhR,qed,0.01401129038480058
NR-AhR,SPS,0.009713319641577388
NR-AhR,MolWt,0.008021112322432057
NR-AhR,HeavyAtomMolWt,0.006607005080401681
NR-AhR,ExactMolWt,0.008136994889951803
NR-AhR,NumValenceElectrons,0.005425360687739181
NR-AhR,NumRadicalElectrons,0.0
NR-AhR,MaxPartialCharge,0.010654637206367628
NR-AhR,MinPartialCharge,0.011658174676126008
NR-AhR,MaxAbsPartialCharge,0.013588819477148835
NR-AhR,MinAbsPartialCharge,0.011182212290828917
NR-AhR,FpDensityMorgan1,0.008954087008747624
NR-AhR,FpDensityMorgan2,0.009174680165746813
NR-AhR,FpDensityMorgan3,0.01385715931141885
NR-AhR,BCUT2D_MWHI,0.01413338218196461
NR-AhR,BCUT2D_MWLOW,0.008695375213665757
NR-AhR,BCUT2D_CHGHI,0.008993316090596587
NR-AhR,BCUT2D_CHGLO,0.009341075099191291
NR-AhR,BCUT2D_LOGPHI,0.012848878842285022
NR-AhR,BCUT2D_LOGPLOW,0.017873621706332974
NR-AhR,BCUT2D_MRHI,0.012373878231097453
NR-AhR,BCUT2D_MRLOW,0.014869209332084491
NR-AhR,AvgIpc,0.008064471181692564
NR-AhR,BalabanJ,0.007448060647965494
NR-AhR,BertzCT,0.009335355015343614
NR-AhR,Chi0,0.005597501865577503
NR-AhR,Chi0n,0.0068492839295618115
NR-AhR,Chi0v,0.0076341941861894766
NR-AhR,Chi1,0.006779391333778707
NR-AhR,Chi1n,0.008758777876598265
NR-AhR,Chi1v,0.006770546747635985
NR-AhR,Chi2n,0.007750497030596932
NR-AhR,Chi2v,0.008321310992716456
NR-AhR,Chi3n,0.008723675750117187
NR-AhR,Chi3v,0.008350016267928969
NR-AhR,Chi4n,0.008297973516600889
NR-AhR,Chi4v,0.00858669661802111
NR-AhR,HallKierAlpha,0.012266848173969537
NR-AhR,Ipc,0.00681008676772588
NR-AhR,Kappa1,0.008390943987402089
NR-AhR,Kappa2,0.00792654552211494
NR-AhR,Kappa3,0.009978199654448136
NR-AhR,LabuteASA,0.006015229302197968
NR-AhR,PEOE_VSA1,0.007332894253342287
NR-AhR,PEOE_VSA10,0.005228502239599961
NR-AhR,PEOE_VSA11,0.0067237230646450775
NR-AhR,PEOE_VSA12,0.0015455136873235415
NR-AhR,PEOE_VSA13,0.0014112784237727103
NR-AhR,PEOE_VSA14,0.0016898968151911452
NR-AhR,PEOE_VSA2,0.00488763677477365
NR-AhR,PEOE_VSA3,0.0034133463836074377
NR-AhR,PEOE_VSA4,0.0016476735315115358
NR-AhR,PEOE_VSA5,0.002239700705398478
NR-AhR,PEOE_VSA6,0.0067004787207139505
NR-AhR,PEOE_VSA7,0.00786628991984795
NR-AhR,PEOE_VSA8,0.008462784200186344
NR-AhR,PEOE_VSA9,0.006015495504557076
NR-AhR,SMR_VSA1,0.004375938518638824
NR-AhR,SMR_VSA10,0.009480166321218042
NR-AhR,SMR_VSA2,0.001475652835062946
NR-AhR,SMR_VSA3,0.0038240898630240226
NR-AhR,SMR_VSA4,0.0021353826830151383
NR-AhR,SMR_VSA5,0.005798075628128856
NR-AhR,SMR_VSA6,0.006403786149297495
NR-AhR,SMR_VSA7,0.009528000513826202
NR-AhR,SMR_VSA8,0.0
NR-AhR,SMR_VSA9,0.00559302958195362
NR-AhR,SlogP_VSA1,0.007988502529305865
NR-AhR,SlogP_VSA10,0.0063038221521702865
NR-AhR,SlogP_VSA11,0.006467072699560506
NR-AhR,SlogP_VSA12,0.004810532746951591
NR-AhR,SlogP_VSA2,0.009104016272814222
NR-AhR,SlogP_VSA3,0.005368727672062195
NR-AhR,SlogP_VSA4,0.0024755245992867723
NR-AhR,SlogP_VSA5,0.0077738901603414704
NR-AhR,SlogP_VSA6,0.008407878038533559
NR-AhR,SlogP_VSA7,0.002684141082886403
NR-AhR,SlogP_VSA8,0.01249338643038738
NR-AhR,SlogP_VSA9,0.0
NR-AhR,TPSA,0.008006108954444015
NR-AhR,EState_VSA1,0.003398552266951532
NR-AhR,EState_VSA10,0.003310314909667862
NR-AhR,EState_VSA11,0.0
NR-AhR,EState_VSA2,0.005565488710493443
NR-AhR,EState_VSA3,0.005863935145137513
NR-AhR,EState_VSA4,0.006043040993266667
NR-AhR,EState_VSA5,0.005258587353439457
NR-AhR,EState_VSA6,0.007154864474186812
NR-AhR,EState_VSA7,0.006219023241799497
NR-AhR,EState_VSA8,0.006049169256331867
NR-AhR,EState_VSA9,0.007018929478824729
NR-AhR,VSA_EState1,0.005771692819200653
NR-AhR,VSA_EState10,0.005203392356822241
NR-AhR,VSA_EState2,0.007102330574830767
NR-AhR,VSA_EState3,0.009966673145189286
NR-AhR,VSA_EState4,0.02064138407522987
NR-AhR,VSA_EState5,0.008702278696716553
NR-AhR,VSA_EState6,0.014070353985309808
NR-AhR,VSA_EState7,0.004801722294973471
NR-AhR,VSA_EState8,0.006294267284579209
NR-AhR,VSA_EState9,0.004950863765683397
NR-AhR,FractionCSP3,0.011095448923171032
NR-AhR,HeavyAtomCount,0.004445055879382296
NR-AhR,NHOHCount,0.006015840551287451
NR-AhR,NOCount,0.004661173822043046
NR-AhR,NumAliphaticCarbocycles,0.0005512224488512439
NR-AhR,NumAliphaticHeterocycles,0.0010564603157041138
NR-AhR,NumAliphaticRings,0.00112770701967431
NR-AhR,NumAmideBonds,0.0018231589030742405
NR-AhR,NumAromaticCarbocycles,0.004506743343430605
NR-AhR,NumAromaticHeterocycles,0.0027357661566667457
NR-AhR,NumAromaticRings,0.005760982440267216
NR-AhR,NumAtomStereoCenters,0.0015702650760292239
NR-AhR,NumBridgeheadAtoms,0.00013641820263287082
